HR,mBP
-0.5498365586803806,-0.050867033241993154
-0.5498365586803806,-0.045322475148670716
-0.5508004465410786,-0.0441789010270911
-0.553036843576739,-0.03341037123950563
-0.5552732406123992,-0.03661418554201645
-0.5389820837205457,-0.044408997493003755
-0.5532017369424143,-0.04726960291316851
-0.5493538764215284,-0.041126459985230124
-0.5479029993857107,-0.041850834936644876
-0.5267864965623426,-0.042016404185129086
-0.5540393706290953,-0.038811830738883724
-0.5404187479326802,-0.03259497495432995
-0.5324015463552167,-0.029866308715213008
-0.5449880784557712,-0.028300119276663538
-0.5498365586803806,-0.025021301573188715
-0.545961687641759,-0.020778447241332376
-0.5400907454952117,-0.031212953785758724
-0.54107419906124,-0.03673086593400188
-0.5420556222238848,-0.04247211816892105
-0.5296438893964214,-0.04884998833955223
-0.5361371809436428,-0.04662410299576336
-0.5376235592749812,-0.043933925343983216
-0.5381179932625063,-0.0460240757880519
-0.5256050479027532,-0.04736776019803324
-0.5326514705534904,-0.04491382807641475
-0.5386119350310294,-0.041594775755014024
-0.5296438893964214,-0.04759041705534828
-0.5286372400099231,-0.05225953059409982
-0.5366331531155494,-0.0417233747036303
-0.5381179932625063,-0.03852502623600751
-0.5326514705534904,-0.04253861916005908
-0.5281332077518586,-0.048677510883084585
-0.54107419906124,-0.04484178533601524
-0.5425456262403918,-0.05060505273923355
-0.5356407780801096,-0.05295930928851833
-0.5326514705534904,-0.05542607093924912
-0.5351438214701991,-0.05360275951784044
-0.5321514375748173,-0.062292146445506846
-0.5250978777485509,-0.06432953640003114
-0.5256050479027532,-0.05421842508648167
-0.5371285715410786,-0.044312965810595406
-0.5400907454952117,-0.048712735152363185
-0.5311499564878402,-0.05342291836714863
-0.5508004465410786,-0.05824332925217657
-0.5522426482169859,-0.058501514036264024
-0.545961687641759,-0.06382295978603081
-0.5425456262403918,-0.07110443874378114
-0.5682916948872228,-0.07714767835626557
-0.5603345440280053,-0.08470928135202893
-0.5678272862588205,-0.09551136529267723
-0.5756607055664062,-0.10176503954835203
-0.5770296281383884,-0.09681542239972019
-0.5729108010568926,-0.09883770539392878
-0.5589164610831968,-0.10166156825734607
-0.5603345440280053,-0.0983875331593983
-0.5724508839268838,-0.09315141516538405
-0.5726042101460118,-0.09460342938627175
-0.5779849636939265,-0.09238194707614278
-0.5833657172418409,-0.09627840412196831
-0.5779400487099924,-0.08918420592350751
-0.5741349497149068,-0.08567863198655157
-0.5629234929238596,-0.08823823691600596
-0.5842638938657699,-0.09198514264614432
-0.5748811844856508,-0.0949322145376632
-0.5654984751055318,-0.09419895760455532
-0.5774850537700038,-0.10450805360405002
-0.5851603477231918,-0.10498267026682995
-0.5788486849877141,-0.10811823754761352
-0.5682916948872228,-0.11450795036050221
-0.588728997015184,-0.11873486267393496
-0.5796679219891948,-0.11595654843458492
-0.5706068469632056,-0.11581967481926303
-0.5838150516633065,-0.12496310561450563
-0.5975320262293662,-0.12283044312130753
-0.5833657172418409,-0.12044179736085203
-0.5869343972975207,-0.1190161254275498
-0.5905030773532006,-0.11381052501166045
-0.5975320262293662,-0.11163026420631217
-0.5925743964410597,-0.10617634787488339
-0.5876167666527532,-0.10852665687674912
-0.5857495748868552,-0.10415247067883238
-0.5838823831209573,-0.10854692601445892
-0.5820151913550593,-0.11314073249475276
-0.5970958586662046,-0.11598729375583028
-0.6057415008544922,-0.11602001285078511
-0.5793023878528225,-0.11361534915753269
-0.589721433577999,-0.1182192522494947
-0.6001404793031754,-0.11633991602048355
-0.5953470045520413,-0.11247906281580378
-0.5924819515597436,-0.10462518948227617
-0.5896168985674458,-0.1068220755354089
-0.5988380678238407,-0.09972704227884022
-0.5946336561633694,-0.09451218030939057
-0.5904292445028982,-0.0949590123114894
-0.6060625506985572,-0.09648618176208801
-0.5832158980831024,-0.09534579604419313
-0.5901558783746534,-0.098523875374106
-0.5970958586662046,-0.10238055328824625
-0.5970958586662046,-0.10824622918124227
-0.5752034956409084,-0.11223507401955068
-0.5940309339954006,-0.11840729215251866
-0.6001404793031754,-0.12087253551578048
-0.5833657172418409,-0.12539650077250464
-0.582465817851405,-0.13412088422632928
-0.5833648558585874,-0.13520888902654693
-0.5842638938657699,-0.13317127132890239
-0.5905030773532006,-0.15171548264536694
-0.5992726356752457,-0.1460181848326726
-0.5860917183660692,-0.14198637245899404
-0.5729108010568926,-0.13776743115477297
-0.5851603477231918,-0.13760459482373288
-0.5818910291118007,-0.13395880703902363
-0.5786217105004094,-0.12767248960276745
-0.5719905361052482,-0.12413191913965327
-0.5717601468486171,-0.12224810396260888
-0.5715297575919859,-0.11916210876768496
-0.557494132749496,-0.11643162058360546
