HR,mBP
-0.4669915476152974,-0.3470685968351601
-0.44369026922410537,-0.353663961685712
-0.46727580408896174,-0.36282158846878887
-0.41271295855122225,-0.373138427734375
-0.4101909514396421,-0.36102059587317314
-0.43570819977791075,-0.3449541537915889
-0.4445313484438004,-0.3528656461345616
-0.4260226834204889,-0.3635919675305115
-0.39432624078566025,-0.36584890185303953
-0.43288630823935237,-0.34562045424731813
-0.44680097026209675,-0.3501876147825327
-0.4396641638971144,-0.36118358403296025
-0.4238694713961694,-0.37368296153509795
-0.4084503419937626,-0.3657895368130053
-0.41438785676033263,-0.3408737562189055
-0.4600265256820186,-0.3461613441581157
-0.45316314697265625,-0.3564360509464397
-0.4076573771815146,-0.3649578948519123
-0.44763725034652213,-0.34547219347597946
-0.4468994140625,-0.3421163226834577
-0.4574268710228705,-0.35186486694943253
-0.4055903034825479,-0.359192577760611
-0.41103276898784025,-0.355634471077231
-0.4468994140625,-0.3398210516023399
-0.461273685578377,-0.34673981168376866
-0.44051164196383563,-0.352444776848181
-0.4500403865691154,-0.3569944770775031
-0.4255107756583921,-0.36535507885377794
-0.4620395783455141,-0.3515281107888293
-0.47039265786447837,-0.35625271773456935
-0.4627567414314516,-0.36297599830437655
-0.42643184046591487,-0.36770280676694655
-0.41234576317571825,-0.3639406422477457
-0.45887276434129287,-0.34476755626166045
-0.4616567550166961,-0.3519475377021144
-0.47479986375378025,-0.35979943726193253
-0.427657465780935,-0.3632082203727457
-0.396165294031943,-0.3642686682554027
-0.4389652129142515,-0.3428113946867226
-0.468080336047757,-0.3540347274856188
-0.45423224664503525,-0.3644149552530317
-0.4148579259072581,-0.36880887918804417
-0.3749239521641885,-0.37083571704465956
-0.4226353553033644,-0.3553834981586209
-0.42999895157352575,-0.3672422342632541
-0.418501207905431,-0.376485644288324
-0.38646919496597787,-0.390110452376788
-0.39008392826203375,-0.39036552467156405
-0.4218625714701991,-0.37225888380363803
-0.4155885019610005,-0.3788865881772777
-0.4214499688917591,-0.3904544204028685
-0.38349434637254287,-0.3998109428443719
-0.41896783151934225,-0.38899382785778136
-0.4401129445722026,-0.38768923935012434
-0.42093375421339463,-0.39339519140139145
-0.3758204060216104,-0.40058876151469214
-0.4295925017326109,-0.38957464872901115
-0.4148579259072581,-0.38103610366138063
-0.42801444761214713,-0.39215391548118783
-0.38161333145633825,-0.3970422697304493
-0.4134986631331905,-0.3860280810303949
-0.4296432002898185,-0.37359626732062345
-0.4465053927513861,-0.3820333148709577
-0.4226353553033644,-0.38818108857567635
