HR,mBP
-0.6387895768688572,-0.3968452719313589
-0.6923143940587198,-0.380693653922769
-0.6969921358170048,-0.37837052226659673
-0.6721987570485761,-0.3776108471315298
-0.6377610237367691,-0.39656484423585203
-0.674126225133096,-0.38702028189132465
-0.6771070418819305,-0.3920915897805892
-0.6541581307688067,-0.3939392697158738
-0.6422555984989289,-0.3929545843779151
-0.6971943762994581,-0.3919698990399565
-0.6826471513317478,-0.38874239945293065
-0.6307968016593687,-0.38516356814560015
-0.6800066424954322,-0.3883262368577036
-0.6871392649988974,-0.3756434502293221
-0.7033558507119455,-0.37820426978875155
-0.674156742711221,-0.38876335182000155
-0.63849123062626,-0.39578736718021224
-0.6751323207732169,-0.4028113825404229
-0.6690283129292149,-0.39877957016674437
-0.6554358082432901,-0.39324586782882465
-0.6607283007714055,-0.401639112785681
-0.6660207932995212,-0.38904400725862875
-0.6726584895964591,-0.3808545164800995
-0.6523950023035849,-0.3833036659961909
-0.6577261647870464,-0.39655861925722946
-0.6878192655501827,-0.3875194948111007
-0.7025016661613218,-0.3876131731479322
-0.6682552829865487,-0.37892226793279693
-0.6640193385462607,-0.3814234947090718
-0.6597833941059728,-0.3875409785787858
-0.6754063021752141,-0.39365846244849967
-0.6744313393869708,-0.39915657612814825
-0.6840729867258379,-0.3983456911811386
-0.6937146340647051,-0.39753480623412885
-0.6935106708157447,-0.39041492266046074
-0.6892641744306011,-0.3832950390867925
-0.6411363540157196,-0.36986615688646607
-0.6804278589064074,-0.3564372746861395
-0.6889991760253906,-0.3530351650548177
-0.68639890609249,-0.34963305542349576
-0.6587718225294543,-0.3489121730533391
-0.7218128327400454,-0.34819129068318255
-0.7124123111847909,-0.3474704083130259
-0.6687811574628276,-0.34674952594286923
-0.6660519261513986,-0.34602864357271257
-0.7174699229578818,-0.3453077612025559
-0.7079375482374621,-0.34994933335472966
-0.6672635847522366,-0.35459090550690353
-0.7076843630883001,-0.3592324776590773
-0.7034762597853137,-0.36387404981125127
-0.6992681564823273,-0.368515621963425
-0.6390877385293283,-0.36800069476834574
-0.6794946732059601,-0.36748576757326645
-0.7137451171875,-0.36433775033523785
-0.667046393117597,-0.3613716239359841
-0.6461183486446258,-0.3653218283582089
-0.6904693726570376,-0.354502587769162
-0.6869321023264239,-0.35508280132540426
-0.6498177436090284,-0.3579979891800762
-0.6597833941059728,-0.367916505728195
-0.6816889239895728,-0.36129608913440614
-0.6801872253417969,-0.3687665948820351
-0.6528765770696825,-0.377688963021805
-0.658200417795489,-0.3791039310284515
-0.6635242585212954,-0.38051889903509795
-0.6662697330597909,-0.3763398886913091
-0.6334883166897681,-0.37480937900827893
-0.6299522769066594,-0.3796298658076803
-0.6920805285053868,-0.3692589755082012
-0.6880554691437752,-0.3730122580457089
-0.6369298504244897,-0.3777297290403452
-0.6503343889790196,-0.3787480824029268
-0.68639890609249,-0.3797664357655084
-0.6790423854704826,-0.37546581059546025
-0.6261831714260963,-0.37428777134833646
-0.665023926765688,-0.37478402360754814
-0.6765915040046938,-0.3626609536545786
-0.6597833941059728,-0.35780941787643816
-0.6337566375732422,-0.3576877271358053
-0.6431721718080582,-0.36210465312597173
-0.6525877060428742,-0.3621736845962247
-0.6655227291968562,-0.3622427160664775
-0.6350954732587261,-0.36231174753673046
-0.6702315422796434,-0.3623807790069834
-0.6741385921355216,-0.3624498104772361
-0.6780456419913999,-0.36251884194748907
-0.628631591796875,-0.362587873417742
-0.684050529233871,-0.36265690488799485
-0.6641498073454826,-0.3627259363582478
-0.6299025935511435,-0.3755417249689055
-0.6248870562481624,-0.3634052940862096
-0.6198715189451812,-0.3685044625505286
-0.6148559816422001,-0.3785791349648243
-0.6138745584795552,-0.3812173207600912
-0.6128931353169103,-0.38385550655535794
-0.6495268421788369,-0.3864936923506248
-0.6472249184885333,-0.3891318781458917
-0.6427253907726658,-0.39177006394115843
-0.6382258630567981,-0.3944082497364253
-0.6768645624960623,-0.39704643553169217
-0.6843187270625946,-0.3996846213269589
-0.6264218361146988,-0.39894179918279693
-0.6170887485627206,-0.39987372403121113
-0.6816589601578251,-0.3843208426859841
-0.6897643304640246,-0.37820768593555654
-0.6559777413645098,-0.3743381784923041
-0.653165263514365,-0.3781816473054649
-0.6558546250866306,-0.3758000362769486
-0.6585439866588962,-0.3734184252484324
-0.6612333482311619,-0.3710368142199161
-0.6536139211347026,-0.3852057006228623
-0.6637433575045678,-0.3786208878702192
-0.678247913237541,-0.3827038665315998
-0.6927524689705141,-0.383510153091962
-0.6667979455763293,-0.3843164396523243
-0.6878487986903037,-0.3851227262126866
-0.653870121125252,-0.3859290127730488
-0.6313363967403289,-0.3867352993334111
-0.7038107225971837,-0.3596834400993082
-0.6862210304506363,-0.3565089287449471
-0.665802986391129,-0.35333441739058613
-0.6456618155202558,-0.35606103394162003
-0.6849736859721522,-0.35505125890323774
-0.7027296250866306,-0.35404148386485546
-0.6871096703314012,-0.3649096892247745
-0.6852370231382309,-0.3725648946429959
-0.6833643759450605,-0.3802201000612173
-0.6862210304506363,-0.37580848807719214
-0.6899994265648626,-0.37139687609316696
-0.68010010257844,-0.3669852641091418
-0.6702007785920174,-0.3628578755392957
-0.6758320716119581,-0.35873048696944965
-0.6809387822305002,-0.3582846418542055
-0.6867288158785912,-0.3629549700229322
-0.6925188495266822,-0.3554012874267982
-0.7029004866077053,-0.34784760483066435
-0.6699541768720073,-0.35260027478978806
-0.6627723939957157,-0.35735294474891166
-0.7047471692485194,-0.3519726653597248
-0.6826471513317478,-0.357269287109375
-0.6590250076786164,-0.3621324377866527
-0.6435689003236832,-0.3729574478680815
-0.6962982300789126,-0.3625944526634406
-0.689028586110761,-0.36397692931825254
-0.6440603194698211,-0.36687814892821047
-0.6569958348428049,-0.3794440274214863
-0.6790121755292339,-0.3703353654092817
-0.6854789487777218,-0.36889010756763063
-0.6469322942918347,-0.37345438335665426
-0.6427157617384387,-0.385416211180426
-0.6854492310554751,-0.37999296425586904
-0.6929859038322203,-0.38219880820506846
-0.6731788266089656,-0.38498114590621113
-0.6440603194698211,-0.38357581902499227
-0.7117442469443045,-0.3821704921437733
-0.7130792679325226,-0.38116455078125
-0.7133012587024319,-0.380181004158893
-0.6818986708118069,-0.38357659714732006
-0.6569640867171749,-0.3826542280206633
-0.6894701680829448,-0.3817318588940065
-0.6906747510356288,-0.3690039791277985
-0.6803299073250063,-0.3591108938947839
-0.6699850636143838,-0.35709354533484916
-0.7081624923213836,-0.35539387312299175
-0.6823478821785219,-0.35369420091113446
-0.6466719104397681,-0.35639191939067694
-0.6830955628425844,-0.3590896378702192
-0.7006734417330834,-0.35490812235210667
-0.702216548304404,-0.35965702189734916
-0.6413999988186744,-0.36977944445254196
-0.68527098624937,-0.3637019674576337
-0.6878192655501827,-0.3592389614427861
-0.6876420051820816,-0.3578546628430115
-0.6419925689697266,-0.3669932351183536
-0.6840803700108682,-0.36587418133939675
-0.7074873524327432,-0.36700287624378114
-0.7044920152233494,-0.3726655571021844
-0.6567415422008884,-0.37831707854769125
-0.6443549125425277,-0.38019929952289333
-0.6911732458299207,-0.3820815204980954
-0.6630544970112462,-0.37628295291122515
-0.6462841803027737,-0.36641309747648476
