HR,mBP
-0.169080795780305,-0.11223211335898631
-0.169080795780305,-0.11223211335898631
-0.169080795780305,-0.11223211335898631
-0.169080795780305,-0.11223211335898631
-0.169080795780305,-0.11223211335898631
-0.169080795780305,-0.11223211335898631
-0.169080795780305,-0.11223211335898631
-0.17398477369739163,-0.11223211335898631
-0.16900265601373488,-0.11223211335898631
-0.1722049508043516,-0.11223211335898631
-0.17540724559496823,-0.11223211335898631
-0.17860954038558463,-0.09749303409709265
-0.18181183517620136,-0.10452323647873907
-0.16516310168850812,-0.11575385705748598
-0.16236188334803425,-0.10794317900244865
-0.1595606650075605,-0.09152138173876712
-0.1757662373204385,-0.0796414655239428
-0.18924331665039062,-0.08138385222325872
-0.18657955046622987,-0.08312623892257465
-0.183915784282069,-0.08486862562189057
-0.146117425733997,-0.09841751933690923
-0.14972526796402474,-0.09360674957730875
-0.15333311019405238,-0.08150060852961749
-0.15694095242408013,-0.07120153322741762
-0.17233848571777344,-0.07180953144434077
-0.18773601901146675,-0.07574037770133701
-0.16946288078062,-0.09371196689890393
-0.15118974254977313,-0.08959457372156143
-0.172042969734438,-0.08547718054421904
-0.18132468192808093,-0.08135978736687655
-0.19060639412172375,-0.07300153893617845
-0.1863565752583165,-0.07470733490749382
-0.16327445737777213,-0.07910376401682995
-0.15948328407861845,-0.09315771605837997
-0.155692110779465,-0.08137960101834574
-0.1519009374803112,-0.055337099293571224
-0.15604760569910847,-0.05560784971394894
-0.16019427391790575,-0.05587860013432655
-0.17406229819020913,-0.05614935055470416
-0.167558362407069,-0.056420100975081766
-0.16105442662392888,-0.056690851395459485
-0.15455049084078876,-0.056961601815837204
-0.1837628272271925,-0.0572323522362147
-0.18619085127307522,-0.05750310265659242
-0.18400129195182557,-0.05777385307697003
-0.18181173263057582,-0.06121674343128114
-0.17962217330932617,-0.08234287850299282
-0.17743261398807653,-0.08654003238203511
-0.17524305466682677,-0.09175603306708646
-0.17305349534557712,-0.09057817818344105
-0.166246352657195,-0.08940032329979564
-0.159439209968813,-0.08822246841615022
-0.152632067280431,-0.08704461353250492
-0.13917073895854337,-0.08586675864885951
-0.12570941063665575,-0.0846889037652141
-0.12311227859989293,-0.08351104888156868
-0.12051514656313,-0.07337215290733834
-0.12843667307207662,-0.07656412456759176
-0.11224808231476813,-0.08045898741157498
-0.10326705440398187,-0.0690179321896377
-0.10822779132473859,-0.04623094245569026
-0.11318852824549519,-0.04211084166569501
-0.1181492651662519,-0.03799074087569965
-0.12311000208700862,-0.046806904807019545
-0.11017467129615044,-0.049418435167910446
-0.09723934050529237,-0.03728132105585358
-0.11156894314673638,-0.02705637613932288
-0.13372285904422887,-0.028400155442271036
-0.13265072402133748,-0.02974393474521919
-0.13157858899844588,-0.04955644749883392
-0.13050645397555438,-0.06247213942494556
-0.1188358183830015,-0.060212775842467314
-0.11561141475554437,-0.04526569119733359
-0.11238701112808724,-0.041057529734141784
-0.10916260750063,-0.04037209885630444
-0.10593820387317288,-0.0382818724978623
-0.10271380024571575,-0.04341330457089554
-0.09948939661825862,-0.05312829468380753
-0.09576416015625,-0.04987991864408425
-0.08119730795583413,-0.03947889033834728
-0.07403540995813185,-0.036670758620093946
-0.06687351196042957,-0.03386262690184061
-0.05971161396272717,-0.031054495183587272
-0.05254971596502489,-0.037010268785467204
-0.06777498798985637,-0.042966042387347136
-0.0902706269294985,-0.04892181598922696
-0.08528781193558899,-0.054877589591107
-0.08030499694167914,-0.07118824821206471
-0.07532218194776963,-0.09969029972209265
-0.04474430699502263,-0.1254406449806631
-0.04502337279557489,-0.15119099023923355
-0.04530243859612704,-0.15126437919452207
-0.045581504396679184,-0.15133776814981081
-0.04586057019723133,-0.15141115710509945
-0.04613963599778348,-0.1514845460603882
-0.046418701798335404,-0.15155793501567683
-0.04669776759888766,-0.14553410417800328
-0.04697683339943981,-0.13951027334032962
-0.04725589919999196,-0.13313680620335822
-0.047534965000544105,-0.12854838964357895
-0.04781403080109625,-0.12377466609821985
-0.07263577368951613,-0.12870484916724967
-0.07541151969663562,-0.1426180559604322
-0.072051755843624,-0.13394810311236782
-0.06869199199061238,-0.14011341303735225
-0.06533222813760076,-0.14365360392859916
-0.06533222813760076,-0.12347161591942635
-0.06818927872565483,-0.12009932231744913
-0.07104632931370891,-0.11672702871547214
-0.07160565673664043,-0.11335473511349503
-0.07216498415957218,-0.12331037379022858
-0.07272431158250381,-0.13880518063976988
-0.06868819267519055,-0.14524470593403438
-0.0646520737678774,-0.15168423122829866
-0.06061595486056415,-0.1463107335231395
-0.056579835953251,-0.14093723581798046
-0.052777345718875934,-0.10592378075443099
-0.04897485548450109,-0.1018444459829757
-0.04517236525012591,-0.09776511121152054
-0.04136987501575107,-0.10010620926940816
-0.037567384781376,-0.1024473073272959
-0.038590984959756214,-0.10478840538518341
-0.039614585138136316,-0.12064509605293838
-0.04063818531651653,-0.11594584450792911
-0.04166178549489663,-0.1176837522592118
-0.05225618423954137,-0.1394124197129586
-0.050215044329243286,-0.13752458107412158
-0.04817390441894531,-0.13563674243528456
-0.04613276450864734,-0.13374890379644744
-0.044091624598349255,-0.12120435724210976
-0.0902706269294985,-0.116814304940143
-0.10491217336347025,-0.11421605959460512
-0.10982656991609951,-0.11123717958061252
-0.11474096646872911,-0.11085426748095462
-0.11965536302135837,-0.11236223059507155
-0.11696852407147806,-0.11547904702561407
-0.11428168512159775,-0.12107143117420704
-0.09454702561901462,-0.11736134391518971
-0.10747995684223788,-0.09469984064054726
-0.10309563913652975,-0.08929630614829498
-0.09871132143082162,-0.0838927716560427
-0.11563417988438762,-0.07848923716379042
-0.10884561846333163,-0.0853191774282882
-0.09515590052450862,-0.08072058834246731
-0.11233299009261588,-0.07579860402576954
-0.125029040921119,-0.07087661970907178
-0.12361450898482496,-0.07596720984919159
-0.12219997704853114,-0.08105779998931129
-0.1207854451122371,-0.10237243045028765
-0.11937091317594328,-0.10400701873931129
-0.11795638123964935,-0.09807749885824779
-0.11654184930335554,-0.09316712944068717
-0.1151273173670615,-0.09534060856200766
-0.10970366385675245,-0.09751408768332814
-0.10428001034644341,-0.09968756680464863
-0.09885635683613436,-0.06277374723064366
-0.09343270332582532,-0.05854645534534364
-0.08800904981551627,-0.08007911188685479
-0.08258539630520734,-0.06516945302782962
-0.07716174279489829,-0.06690903089532807
-0.07173808928458925,-0.06864860876282652
-0.09576416015625,-0.07038818663032498
-0.08965769121723788,-0.07524594738708801
-0.07469620243195563,-0.07478815841042186
-0.08878104917464713,-0.0743303694337557
-0.09004845157746344,-0.07387258045708955
-0.09131585398027975,-0.08361178725513063
-0.09258325638309606,-0.09929797424012754
-0.09385065878591226,-0.10678867321109298
-0.10138788530903475,-0.09364743968147549
-0.100006349625126,-0.08234568733481029
-0.09862481394121725,-0.09028473659534364
-0.08048765120967738,-0.09460062055445428
-0.0755008574455015,-0.09891650451356504
-0.06378985989478325,-0.08559899780880753
-0.070479485296434,-0.10572868081467657
-0.070389409219065,-0.10931443930858409
-0.07173808928458925,-0.1129001978024915
-0.08667275213426162,-0.11333456719494983
-0.097152586906187,-0.11376893658740794
-0.09784575431577625,-0.11420330597986628
-0.07906649189610637,-0.09893320567572295
-0.08252580704227575,-0.09318519706156714
-0.06533222813760076,-0.10744214413770992
-0.055845691311743995,-0.10635410138030554
-0.048902983306556735,-0.10526605862290117
-0.041960275301369254,-0.08743439226798955
-0.04190467506326645,-0.086766989472296
-0.04184907482516376,-0.08609958667660234
-0.040630463630922375,-0.0854321838809089
-0.04533447757844,-0.08476478108521524
-0.05003849152595763,-0.08409737828952168
-0.07906649189610637,-0.08342997549382813
-0.07541151969663562,-0.08276257269813458
-0.08261416035313762,-0.08209516990244092
-0.05373099542433213,-0.10138091281871886
-0.04710416896368874,-0.10440640425800685
-0.04047734250304513,-0.10743189569729472
-0.033850516042401746,-0.11045738713658271
-0.034465420630670374,-0.09678369019162003
-0.0484459169449345,-0.09244351363300685
-0.06242641325919862,-0.09622974300858989
-0.06915566229051162,-0.09964862273107122
-0.07588491132182462,-0.10172290707108989
-0.08261416035313762,-0.10685600926033889
-0.09524277717836438,-0.1049452444807214
-0.08684859737273187,-0.09428739784961904
-0.09593791346396174,-0.09198149875621886
-0.07755316457440775,-0.09895355072780632
-0.06903826805853075,-0.10633910829155002
-0.0564881601641255,-0.0961433524516091
-0.057221566477129504,-0.07754691204621422
-0.0755008574455015,-0.07604942511563273
-0.06378985989478325,-0.07455193818505135
-0.09593791346396174,-0.08906395755597019
-0.08252580704227575,-0.0976330202017257
-0.09585103681010587,-0.09678740999591884
-0.0938179398950284,-0.07947460573111009
-0.09178484297995071,-0.07669477320429108
-0.08975174606487324,-0.07707609110210667
-0.08771864914979555,-0.08147221655394898
-0.08568555223471808,-0.09475639684876402
-0.08365245531964038,-0.09680069501127175
-0.08161935840456291,-0.09372115253809077
-0.07958626148948522,-0.10108385987542756
-0.07755316457440775,-0.10520671888765809
-0.058137462985131005,-0.10932957789988851
-0.04762834118258563,-0.11345243691211904
-0.03790824644027213,-0.1013571516198305
-0.03800213721490675,-0.10612032306728081
-0.03432427683184225,-0.11734828664295704
-0.02595803045457412,-0.11906805085898631
-0.023174962689799683,-0.10862595287721544
-0.020391894925025245,-0.08478663809856968
-0.029582238966418872,-0.08164588966179842
-0.04390495054183463,-0.07850514122502716
-0.04336757044638362,-0.08314782390942432
-0.042830190350932495,-0.08779050659382126
-0.04229281025548137,-0.09243318927821831
-0.04175543016003025,-0.09412023439929262
-0.04884646015782512,-0.08417362953299912
-0.040929978893649244,-0.08145688185051303
-0.033013497629473254,-0.10364893063976988
-0.025097016365297375,-0.11407630123309231
-0.0181732177734375,-0.10782156417618938
-0.008057625063004004,-0.10444329864350121
0.002890433034589135,-0.10787584295320274
0.002542864891790675,-0.10095305940998134
0.002195296748991993,-0.10022845671544622
-8.41694493447509e-05,-0.08624928033173973
-0.01981366065240675,-0.10676096446478545
-0.011866907919606873,-0.1275801777246579
-0.006587366903981873,-0.1204648753303793
-0.010501738517515125,-0.11045647616410137
-0.029582238966418872,-0.10000921600493629
-0.01960249870054187,-0.1353068185682914
-0.009622758434664869,-0.14001172573412235
-0.008742793913810498,-0.1447166328999534
-0.0032443384970387568,-0.12914834093691696
0.002989615163495385,-0.14948602932602617
0.0057495925833002115,-0.14974558056883547
0.00850957000310526,-0.13025464110113494
0.011269547422910087,-0.12196957412643816
0.014029524842714913,-0.13498471388176303
0.01678950226251974,-0.13711950197741762
0.01954947968232479,-0.116126368887982
0.014462510561613406,-0.11298229919737246
0.009375541440902246,-0.11814669708707437
0.006675711425218722,-0.12331109497677628
0.003975881409535198,-0.13678396044678953
0.0012760513938516738,-0.1461144442582012
-0.0014237786218317394,-0.13180693820934386
-0.004123608637515153,-0.1332059641975668
-0.006823438653198899,-0.14702139327775188
-0.009523268668882312,-0.14403628828513682
-0.0024208561066658696,-0.13922779595673973
0.004681556455550684,-0.16317316311508867
0.011783969017767237,-0.16079833377060015
0.014301053939327124,-0.14533222255422107
0.010077199628276245,-0.13517791596218132
0.006076074415637622,-0.13741997106751402
-0.001665915212323621,-0.14671173854846864
0.010277778871597754,-0.1529398296602923
0.002294601932648632,-0.15885006729050066
0.009680389076150986,-0.16179243249086595
0.017066176219653117,-0.17971171668512909
0.02445196336315525,-0.1891496572921525
0.0318377505066576,-0.19858759789917602
0.039223537650159734,-0.19550350056358834
0.036283117041365553,-0.18562309303093905
0.033342696432571595,-0.18000125410544932
0.030402275823777636,-0.18794804663207398
0.03126191580167381,-0.18909594787294004
0.032121555779569766,-0.18191809203494247
0.03298119575746594,-0.16707098661963615
0.007674063405682885,-0.18788693556145053
0.017906988820721947,-0.19302334002594446
0.02813991423576101,-0.19815974449043838
0.0350812481295677,-0.17840636903373752
0.02620681639640554,-0.1713938547011039
0.017332384663243383,-0.18727521754022858
0.01491017495432212,-0.19775929617051458
0.012487965245400634,-0.1861961706360774
0.017755569950226757,-0.16267341879469843
0.02302317465505288,-0.15825998486571047
-0.006391217631678381,-0.15384655093672261
-0.004423326061617994,-0.16918550557758083
-0.0024554344915574955,-0.17097275767160292
-0.003441349152595752,-0.15436937322664024
0.003089043401902636,-0.15584632531920473
-0.009525052962764624,-0.15732327741176932
-0.020584475609564,-0.17954136483111782
-0.005016080794795874,-0.19164530436197913
0.0014017166629913813,-0.17293635885513836
-0.0010731604791456295,-0.1642316372240361
-0.0008755345498362432,-0.17666102167385722
0.002195296748991993,-0.17565834462939212
-0.016528837142452124,-0.16342808358111782
-0.01749653970041587,-0.1690189684208353
-0.03186232043850812,-0.17460985326055267
-0.037883635490171375,-0.19802188398826182
-0.03693263761458854,-0.21295029369752794
-0.03598163973900581,-0.22787870340679417
-0.02805832893617688,-0.214808981216962
-0.03140228025374869,-0.2120723439686334
-0.03474623157132062,-0.21715255598128336
-0.03809018288889243,-0.2222327679939332
-0.033353670181766715,-0.2273129800065833
-0.028617157474640775,-0.23239319201923325
-0.023880644767515058,-0.22856246416841575
-0.01914413206038934,-0.18914498855818562
-0.014407619353263623,-0.2339245241079757
0.006076074415637622,-0.2185435129042289
0.016725232524256617,-0.2096794470032649
0.027114006780808886,-0.20748946915811572
0.022207690823462745,-0.20993079949374227
0.0213440547214252,-0.21164889359355565
0.020480418619387653,-0.2213417167094216
0.01961678251735033,-0.2193330527538091
0.018753146415313005,-0.2173243887981966
0.01788951031327546,-0.21531572484258388
0.017025874211237912,-0.21330706088697138
0.01616223810920059,-0.21129839693135888
0.015298602007163042,-0.197582573132421
0.014434965905125496,-0.18386674933348301
0.013571329803088172,-0.18475979633814343
0.012707693701050848,-0.18565284334280396
0.011844057599013302,-0.1865458903474646
0.010980421496975756,-0.18743893735212502
-0.014395806097215247,-0.18833198435678555
-0.014250068254368253,-0.18922503136144597
-0.01410433041152137,-0.1901180783661066
