HR,mBP
-0.3771624411306074,-0.023865049751243816
-0.3771624411306074,-0.023865049751243816
-0.3731829735540575,-0.023865049751243816
-0.371887945359753,-0.023865049751243816
-0.3749239521641885,-0.023865049751243816
-0.3672465662802419,-0.024018320871229792
-0.3646264845325101,-0.02618711860618783
-0.3695720549552671,0.0016330700015547706
-0.36730341757497476,0.004845412018682715
-0.3663366994550151,0.008057754035810438
-0.35489679151965725,0.011270096052938383
-0.3626820964197959,0.012754313151041696
-0.35854302683184225,0.01423853024914501
-0.3566938830960181,0.013182556976556903
-0.34741740072927163,0.012126583703969018
-0.3604437305081275,0.011070610431380912
-0.3543740549395161,0.01001463715879325
-0.36084624259702625,0.008958663886205143
-0.35906194871471775,0.007902690613617258
-0.3506429118494834,0.0068467173410291515
-0.3544902186239919,-0.01735205199587997
-0.3568095545614919,-0.006785302612911992
-0.3566938830960181,-0.0027970650895911
-0.34929620065996725,-0.008555322144161992
-0.3543740549395161,-0.024332150891052562
-0.36084624259702625,-0.007910125884250663
-0.3586007395098286,0.0025512543483752204
-0.34647566272366437,-0.006034433545164752
-0.341934573265814,-0.00687040262554417
-0.33739348380796375,-0.012367590149836794
-0.33882744081558724,-0.01767643411361164
-0.348298841907132,-0.022985278077386484
-0.353501719813193,-0.02829412204116133
-0.3594654452416205,-0.025232009508123432
-0.3478877159856981,-0.022169896975085424
-0.35111064295614924,-0.019107784442047637
-0.354432136781754,-0.01604567190900963
-0.354432136781754,-0.012983559375971732
-0.35906194871471775,-0.012544091068097063
-0.3506429118494834,-0.01925317565007001
-0.35169466080204137,-0.029906163761271753
-0.3609610526792465,-0.010873974852301016
-0.359926039172757,0.007631444219333039
-0.35715669201266376,0.00468292995471864
-0.3525114982358871,0.0017344156901042407
-0.3654822072675151,-0.0012140985745102695
-0.3740822576707409,0.0037610258035991606
-0.379837159187563,0.008736150181708702
-0.384322258733934,0.01371127455981802
-0.384322258733934,-0.001916306528879086
-0.3909022423528856,0.012960481406444346
-0.3922315105315177,0.014137381937966431
-0.39356077871014994,-0.00179977796564057
-0.3932370421706989,-0.01116548604633083
-0.39291330563124793,-0.011389666613569993
-0.3925895690917969,-0.011613847180809045
-0.3887174052576865,-0.011838027748048319
-0.38997465564358624,-0.01206220831528737
-0.3813362121582031,-0.009523436458888646
-0.3793921932097404,-0.00698466460248981
-0.37503605504189763,-0.004445892746090974
-0.37233869491084925,-0.0019071208896921377
-0.37104169784053675,0.0067280631753343645
-0.3726764802009829,0.014192723516208039
-0.37200017129221274,0.008439400895910998
-0.3713238623834425,0.013602261519550574
-0.3696285370857485,0.015513446991320956
-0.36832538727791075,0.01742463246309156
-0.36770113052860387,0.01933581793486172
-0.36365509033203125,0.021247003406632103
-0.37503605504189763,0.023158188878402708
-0.3865790828581779,0.02506937435017287
-0.38426713020570813,0.02698055982194325
-0.3722259767593876,0.028891745293713855
-0.3860293972876764,0.030802930765484016
-0.38481841548796625,0.030374422595275563
-0.3991278371503276,0.02994591442506711
-0.4007906759938886,0.029517406254858436
-0.3956791047127016,0.007525999154617491
-0.39583433828046244,0.0021706955942941697
-0.39598957184822325,0.006672266110852032
-0.39614480541598407,0.006579477659175881
-0.396300038983745,0.0064866892074997295
-0.3964552725515058,0.0063939007558238
-0.3966105061192666,0.006301112304147649
-0.39676573968702744,0.00620832385247172
-0.39692097325478826,0.006115535400795569
-0.37944781395696825,0.023496713211287323
-0.36451228972404237,0.009453237353272748
-0.367814710063319,0.011367949680309408
-0.3704203944052419,0.022470502711054108
-0.355361077093309,0.02615849888739885
-0.3521616535802041,0.029846495063743816
-0.3445877567414315,0.005000327950093197
-0.34694671630859375,0.004435145439793287
-0.3302918711016255,0.029460622303521422
-0.3268916222356981,0.02686450256043993
-0.32659897342804944,0.00939303725513052
-0.32630632462040066,0.006385613436722615
-0.3260136758127521,0.027599277781016784
-0.3257210270051032,0.028864466728855787
-0.3254283781974546,0.0340482038051928
-0.3248176574707031,0.026256352514769876
-0.3399006012947329,0.012492013807913649
-0.3359559582125756,0.02459018384639311
-0.3402579522901966,0.0014366795174518554
-0.3454735048355595,0.0012832565687188602
-0.3455324480610509,-0.010155065735774294
-0.3502919597010459,0.020488378420397968
-0.34700553647933463,0.02211094693362603
-0.3529776296307964,0.023733515446854314
-0.36130572903540825,0.01915457553136024
-0.36451228972404237,0.014575635615865945
-0.35958050143334175,0.003688375748212014
-0.3562305819603705,-0.01008567999844523
-0.3586583291330645,-0.02061591456778611
-0.33655535790228075,-0.028503721626243816
-0.3387792033533896,-0.024526567601445892
-0.3410030488044985,-0.02402052238805974
-0.3432268942556074,-0.029336274559818132
-0.3502919597010459,-0.03244428492304108
-0.3614205391176285,-0.03519595321731184
-0.37368897468813,-0.04502230971606813
-0.3691755725491431,-0.04971746188491133
-0.366791755922379,-0.04770709744733359
-0.3758204060216104,-0.04569673300975596
-0.37498006513041837,-0.021642732383006846
-0.3803372536936114,-0.026359890230852612
-0.3803372536936114,-0.031077048078698266
-0.3865240773847026,-0.03579420592654403
-0.389646960842994,-0.0405113637743898
-0.40175394858083413,-0.0551053327114428
-0.40976948891916587,-0.058880174931009055
-0.4004692569855721,-0.06786228768268032
-0.3956791047127016,-0.08536616842545086
-0.40303568686208413,-0.0996142841294827
-0.3982675613895539,-0.11386239983351476
-0.39530058830015125,-0.1178249445588897
-0.3825545772429435,-0.12178748928426442
-0.394867681687878,-0.12575003400963936
-0.39832145937027474,-0.11581132423818408
-0.4003619532431325,-0.09674178545747825
-0.38701838831747737,-0.1123889524545243
-0.4004692569855721,-0.11211292779267723
-0.3956791047127016,-0.10009591021941078
-0.3991816120762979,-0.10475143508531559
-0.39264395929151963,-0.11134869779520362
-0.3912837120794481,-0.12033992027168838
-0.3940010070800781,-0.12623763203027827
-0.39783699281754037,-0.12415681905414333
-0.3990740622243574,-0.13026663557213936
-0.39702876921622987,-0.13062181994689637
-0.3925895690917969,-0.1309770043216535
-0.39443452896610387,-0.1313321886964105
-0.38822469403666837,-0.13168737307116762
-0.389100351641255,-0.12368744048313118
-0.39264395929151963,-0.11568750789509485
-0.39778321789157,-0.10285349983481029
-0.4008977336268271,-0.10062169316989278
-0.405059076124622,-0.09944046551908425
-0.4109803476641255,-0.10319169836850905
-0.39998663625409525,-0.11363842712705996
-0.39998663625409525,-0.10830673293687809
-0.39998663625409525,-0.10297503874669622
-0.3991278371503276,-0.09139506022135413
-0.39864410892609625,-0.08886878170184231
-0.39864410892609625,-0.08459882593866608
-0.38646919496597787,-0.09066590266441232
-0.3930785886702999,-0.09370961355332708
-0.397459953061996,-0.08858336896247931
-0.3991816120762979,-0.08345712437163133
-0.39998663625409525,-0.07833087978078357
-0.3887174052576865,-0.0846630494986007
-0.39519242317445813,-0.09507652776158271
-0.39875165877803675,-0.08026100272562964
-0.3978908907982611,-0.08298131838366762
-0.4017004197643649,-0.09156715810595462
-0.3873475597750756,-0.09895043823849503
-0.38745732461252524,-0.09965678352621654
-0.3869635058987525,-0.10036312881393816
-0.38784113237934725,-0.09049312155045086
-0.3918282293504284,-0.09405456846626248
-0.38426713020570813,-0.09607427037177396
-0.38382573281565024,-0.11101232120646765
-0.38959244758852063,-0.09895514492964863
-0.3930785886702999,-0.09173864867556747
-0.3905205265168221,-0.09590718283582089
-0.39432624078566025,-0.09741848618236937
-0.381668706094065,-0.10139655117964863
-0.3882794534006426,-0.09695168870005444
-0.3852040690760459,-0.09250682622046025
-0.3878958917433216,-0.07965353590932056
-0.3847081584315146,-0.07971905001360391
-0.375932385844569,-0.08244885496832244
-0.387786373015373,-0.08429053766810479
-0.384322258733934,-0.06729847163110225
-0.3812252167732485,-0.06091384508123443
-0.36872236190303675,-0.05958405300159364
-0.3740822576707409,-0.06783078321770053
-0.3793921932097404,-0.04842380504703048
-0.386139408234627,-0.0455470678225085
-0.3882794534006426,-0.04267033059798664
-0.38564448202809976,-0.04188499640469523
-0.3740822576707409,-0.061531636252332045
-0.38338384320659025,-0.07446000587880908
-0.37816693705897175,-0.05679139094566232
-0.3812252167732485,-0.0495475655171409
-0.3768272399902344,-0.0502025547312267
-0.37047687653572325,-0.04888878058438273
-0.3655391816169985,-0.06795217030083955
-0.37637993597215225,-0.05973398388914797
-0.37816693705897175,-0.04545912102087224
-0.3930785886702999,-0.048901572156308304
-0.394867681687878,-0.05234402329174437
-0.40218144078408513,-0.061989020352339885
-0.4042080294701361,-0.07559166144375773
-0.3940010070800781,-0.0785065203361448
-0.39696699573147687,-0.08142137922853188
-0.3999329843828755,-0.08433623812091884
-0.39562508367723037,-0.08249640773184863
-0.3882794534006426,-0.08065657734277831
-0.39783699281754037,-0.078816746953708
-0.3932771990376134,-0.07697691656463768
-0.3887174052576865,-0.07513708617556747
-0.3851653683570123,-0.07329725578649726
-0.38161333145633825,-0.07145742539742694
-0.36451228972404237,-0.06961759500835663
-0.3632546701738911,-0.06777776461928631
-0.36182231287802424,-0.0659379342302161
-0.35715669201266376,-0.04050305115049746
-0.3534435149162046,-0.03098285731984607
-0.3432268942556074,-0.027200347748561837
-0.3451193532636089,-0.021983663834149514
-0.3502335086945565,-0.007753590446206493
-0.3340940167826991,0.018934031624106007
-0.3498236133206275,0.03056054566036992
-0.33258819580078125,0.026398160564365725
-0.3403175107894405,0.04856986430153909
-0.3307155486076109,0.0598351397917638
-0.3299582696730091,0.05851347687627939
-0.32920099073840725,0.05719181396079498
-0.33799140684066276,0.05587015104531057
-0.3403175107894405,0.054548488129826156
-0.3297467385568926,0.053226825214341744
-0.33799140684066276,0.05190516229885733
-0.3426935749669229,0.05542052918998763
-0.34132852861958163,0.06550765156152827
-0.344528567406439,0.061181974648243154
-0.33643550257528987,0.046558437062733216
-0.34700553647933463,0.04896871841962058
-0.3566938830960181,0.06200989680503732
-0.354432136781754,0.05631905171408591
-0.35396711287959925,0.04886463981362721
-0.34653460594915575,0.04205018608131228
-0.35210320257371475,0.04103585618052308
-0.35576703471522175,0.04200928721261854
-0.3562305819603705,0.042982718244714
-0.35309416247952374,0.04103521090834894
-0.3399006012947329,0.04274495442708326
-0.348298841907132,0.041214824315920495
-0.34929620065996725,0.05417211731867999
-0.345001220703125,0.061838330321051016
-0.33463508852066537,0.06317715621113185
-0.32932244577715475,0.060018207303327076
-0.3316827589465726,0.0688885740972871
-0.3278043193201865,0.08522071648592977
